Customer_ID,Age,Employment_Type,Monthly_Income,Loan_Amount,Credit_Score,Existing_Loans,Missed_Payments,City,Application_Date,Loan_Default
158366,22,2,43460.2,389133.08,557,1,0,1,1212,0
158367,66,2,109761.79,674348.14,604,0,1,1,1210,1
158368,45,0,10000,31749.18,653,2,0,4,616,0
158369,39,2,68079.82,499505.12,583,1,1,4,1362,1
158370,65,2,63021.92,344242.46,511,1,0,3,253,1
158371,33,2,98228.8,1164361.58,592,1,1,2,992,0
158372,49,2,51588.57,345196.32,773,0,1,0,377,0
158373,52,2,74135.7,393466.38,687,4,0,0,464,0
158374,26,1,22465.68,129378.85,659,2,1,0,1108,0
158375,29,2,84231.58,290021.62,744,1,1,1,836,0
158376,21,2,37350.4,339911.44,744,3,0,4,1065,0
158377,44,0,80267.17,948712.97,549,0,0,0,1192,1
158378,30,2,41171.17,414227.18,753,0,1,5,582,0
158379,55,2,10000,72508.6,647,0,0,4,303,1
158380,26,2,52046.4,417821.35,614,2,4,4,1192,1
158381,68,1,45239.69,539296.84,745,2,0,3,349,0
158382,40,0,52930.68,263957.69,683,1,0,1,1401,0
158383,58,0,41900.29,287565.54,793,0,0,2,1363,0
158384,32,0,82285.64,655193.82,583,2,2,0,1159,1
158385,23,1,41624.89,370038.03,756,1,1,4,455,1
158386,38,2,43848.82,248271.52,796,3,1,0,686,1
158387,41,1,45623.25,538830.86,624,2,1,0,100,0
158388,55,2,105923.71,556450.05,586,1,0,2,1022,1
158389,57,2,73857.41,616239.42,644,1,2,0,1013,0
158390,39,2,75534.74,1087464.96,782,3,1,2,582,0
158391,45,2,85516.61,1045917.29,734,2,3,0,326,1
158392,38,1,86877.08,976801.55,626,0,1,2,272,0
158393,60,2,54696.82,260051.42,683,1,0,1,20,0
158394,50,1,41283.11,550316.17,537,0,0,5,83,0
158395,62,2,44697.73,249716.35,812,2,2,3,1410,0
158396,62,2,42886.03,253178.06,483,2,3,0,880,0
158397,54,0,38836.81,356143.24,808,0,2,2,726,1
158398,30,0,54263.01,217239.33,509,2,2,1,1295,1
158399,42,3,65241.77,359412.58,728,0,1,3,272,1
158400,24,2,52868.12,168848.22,705,0,1,3,851,0
158401,23,2,53081.51,325082.16,657,3,1,3,582,0
158402,69,0,41309.96,212475.01,652,1,0,1,146,0
158403,69,3,95273.65,365444.53,750,2,2,1,1241,1
158404,48,3,69907.87,209899.4,719,2,1,4,449,0
158405,42,2,75804.45,1135282.12,630,0,1,0,1393,0
158406,32,2,50508.69,413723.28,508,2,3,4,1499,1
158407,69,0,49751,526336.18,627,1,5,0,189,0
158408,33,2,111218.49,1479045.95,566,1,0,2,887,1
158409,61,3,47254.17,201579,771,3,2,1,266,1
158410,53,2,93143.57,1351266.17,733,0,2,5,578,1
158411,67,1,52280.68,759170.14,555,3,1,5,410,1
158412,39,2,58545.01,213620.88,712,2,0,3,985,0
158413,61,3,67480.11,877190.21,731,4,2,0,1313,1
158414,37,2,41826.2,196516.57,651,1,0,4,402,0
158415,67,1,62416.01,569967.16,701,1,0,1,613,0
158416,54,0,59509.07,807841.52,579,2,1,2,181,1
158417,24,0,65696.29,374561.91,663,1,1,5,870,0
158418,59,0,71072.53,912861.79,633,0,0,2,761,0
158419,28,0,101570.93,337683.09,665,1,0,1,846,0
158420,53,2,21688.8,268986.96,803,2,0,0,711,1
158421,21,2,100219.92,1287288.12,634,0,1,2,444,0
158422,25,3,67114.83,778070.85,587,3,1,0,1405,1
158423,52,2,40725.23,464029.77,526,0,2,3,553,1
158424,60,2,81149.2,1166292.84,581,2,1,4,324,0
158425,21,0,67896.75,980729.43,781,2,3,1,1361,1
158426,55,2,115663.14,599451.99,646,1,0,3,15,0
158427,42,1,65323.02,282369.08,728,4,0,5,1019,0
158428,49,2,79390.77,681722.5,755,0,0,3,1425,1
158429,37,0,24530.13,200106.22,741,1,4,0,1155,1
158430,50,3,89066.43,662029.03,711,4,2,1,1009,1
158431,55,1,113007.79,646700.61,610,2,1,3,685,0
158432,21,0,77246.69,347345.34,705,0,1,1,464,0
158433,24,1,38690.64,122498.57,692,1,1,5,700,0
158434,29,0,29739.86,216374.59,697,2,1,4,213,1
158435,65,2,84923.79,644771.48,761,5,1,5,782,1
158436,52,0,61149.07,901975.84,726,3,1,2,815,0
158437,25,2,50393.34,168606.08,759,1,3,0,826,0
158438,34,0,67267.66,884380.57,646,0,0,0,31,0
158439,46,2,92759,936894.15,725,1,0,0,1382,0
158440,43,1,71983.19,443442.77,674,1,1,5,315,1
158441,66,1,44098.47,390666.18,702,2,0,4,623,0
158442,42,0,52324.37,542657.37,829,2,0,1,840,1
158443,47,2,45917.8,382561.91,647,1,1,5,129,0
158444,45,0,29759.53,262290.95,726,3,1,0,626,1
158445,56,0,41910.23,278397.2,720,1,2,5,249,1
158446,24,0,53191.54,672717.66,671,1,2,1,667,1
158447,52,2,63985.65,604134.32,556,1,0,1,410,1
158448,29,0,65299.64,491139.65,816,2,0,5,31,1
158449,22,2,39645.5,479932.75,708,3,3,2,1228,0
158450,62,1,103902.52,348868.13,850,0,1,5,461,0
158451,59,2,52602.52,415428.51,614,3,1,5,1305,1
158452,66,0,36997.79,293567.25,667,1,3,2,963,1
158453,45,0,95279.46,1407216.31,672,0,2,5,1394,0
158454,67,2,69199.52,522010.03,655,0,1,2,1459,1
158455,30,2,131753.77,512767.3,590,1,1,3,1277,0
158456,57,2,60062.03,684060.56,724,2,1,5,76,1
158457,45,0,24073.88,139114.84,714,1,3,5,326,1
158458,60,2,16323.18,223358.7,625,3,1,0,1040,1
158459,49,2,79515.29,358957.9,617,0,0,0,241,0
158460,57,2,10000,48673.85,657,0,1,5,1109,0
158461,25,2,73116.77,288398.52,695,5,1,2,320,0
158462,34,0,78768.81,355731.03,850,3,0,4,279,0
158463,53,2,64357.31,878185.19,764,0,2,3,554,0
158464,47,0,89075.94,489906.94,604,0,1,1,450,0
158465,25,2,37163.97,298878.47,728,0,2,1,1066,0
158466,64,0,69136.69,822335.72,630,2,2,5,155,1
158467,35,2,34546.71,193937.2,669,2,1,2,806,0
158468,23,0,36749.2,168933.5,711,0,1,2,805,0
158469,21,2,60164.68,303229.17,740,3,0,4,875,1
158470,44,0,47179.55,306038.53,799,2,0,0,1226,0
158471,32,2,73596.69,991668.72,645,1,3,3,1295,1
158472,65,3,66982.32,337664.61,669,0,0,4,1326,0
158473,34,0,53835.22,705293.19,850,0,1,5,1242,0
158474,62,1,114593.22,1097186.82,767,4,2,3,687,1
158475,40,2,53302.93,479218.88,497,1,0,3,1260,0
158476,34,3,127244.38,1504632.75,670,0,1,2,751,1
158477,34,2,92171.52,1193299.09,595,2,2,5,1198,1
158478,65,2,64559.26,744767.46,609,2,1,4,930,0
158479,55,0,90026.48,1328401.3,700,2,2,0,570,0
158480,39,3,76540.1,346550.36,740,3,1,1,1146,0
158481,40,2,62112.64,346029.38,787,0,0,5,53,0
158482,62,2,57423.74,454971.47,673,1,0,5,163,0
158483,64,3,137559.52,1209675.82,711,1,0,3,701,1
158484,43,2,35692.51,362776.61,548,1,1,0,322,1
158485,54,2,39214.43,296999.3,721,1,1,1,1011,1
158486,21,0,99539.57,1050844.49,607,2,4,5,359,1
158487,24,2,65334.93,261753.06,716,2,0,1,319,0
158488,60,2,87176.61,457419.5,715,2,1,2,141,1
158489,37,2,42503.77,448875.41,618,2,0,1,1405,1
158490,46,3,60550.9,241158.31,647,3,0,4,1038,0
158491,34,2,57750.98,655582.68,730,1,0,1,283,1
158492,66,1,75183.56,369412.64,613,2,1,0,768,1
158493,52,2,57720.12,680939.41,752,1,0,5,33,1
158494,56,0,54219.33,260542.66,737,3,0,5,569,0
158495,40,1,114553.04,1499580.88,659,1,2,2,748,1
158496,36,2,64292.02,255231.25,850,3,2,2,286,0
158497,39,2,92472.77,1174767.83,654,3,1,3,121,1
158498,65,2,94135.38,1131881.27,725,2,2,0,292,0
158499,59,0,91103.87,1224204.68,631,1,3,5,110,0
158500,44,0,15529.53,149824.93,771,1,0,0,1132,1
158501,34,2,10000,121241.39,781,1,1,5,1149,1
158502,49,3,129200.73,872385.9,677,0,1,5,1075,1
158503,62,0,44510.43,514323.62,791,0,1,1,507,1
158504,34,0,58172.66,627508.34,773,2,1,0,127,0
158505,31,0,65120.9,517173.92,621,0,1,3,783,0
158506,31,2,27999.73,303665.54,787,0,1,1,1490,1
158507,67,0,53755.94,565730.8,652,0,1,3,1371,0
158508,60,2,58614.03,570370.29,511,0,1,2,412,1
158509,44,3,37837.02,161103.11,686,1,2,3,537,0
158510,42,0,99532.51,1137430.51,604,2,2,5,218,0
158511,69,0,49101.2,317606.76,811,2,0,2,640,0
158512,41,0,76944.77,233592.51,759,0,2,1,184,0
158513,26,0,121176.78,851886.52,660,1,0,3,1443,1
158514,34,0,55848.09,363569.03,697,2,0,0,585,1
158515,29,2,80380.28,1175587.55,693,2,2,5,105,1
158516,55,2,74838.52,1090573.12,688,1,0,2,12,1
158517,64,1,42138.32,428203.31,685,0,1,0,478,1
158518,56,2,66045.65,844883.13,651,0,1,2,126,0
158519,45,0,65153.8,830106.69,658,3,1,5,145,1
158520,35,2,54267.46,163631.28,678,2,1,5,383,0
158521,65,0,46174.6,288483.62,720,2,1,5,693,0
158522,48,2,50828.6,428627.22,742,4,1,1,707,1
158523,34,2,60725.31,213817.76,612,1,1,4,158,0
158524,33,1,17501.83,258022.17,850,0,1,0,844,1
158525,61,2,34971.06,275041.26,630,1,1,5,1230,0
158526,51,2,25821.18,231555.5,596,0,2,2,345,0
158527,25,0,55330.74,395779.38,531,2,2,5,756,1
158528,39,1,59603.69,559604.81,697,2,0,3,839,1
158529,28,2,95146.1,1175774.34,817,2,2,1,419,0
158530,33,2,78150.8,394185.47,824,1,1,3,1136,0
158531,61,0,53222.3,426197.22,556,2,2,1,224,1
158532,37,0,125180.03,1459668.91,589,0,1,3,1437,0
158533,52,2,79948.34,585384.99,747,1,1,3,1005,1
158534,25,2,53515.12,734315.36,606,2,1,5,1300,1
158535,29,0,52164.41,480420.86,552,2,0,5,670,1
158536,63,2,57059.41,589411.49,827,1,3,4,895,1
158537,54,0,17163.14,148120.43,785,2,1,0,410,0
158538,65,1,76513.99,798847.78,624,0,0,0,584,0
158539,21,0,94514.53,778832.52,740,1,2,2,1188,1
158540,60,2,112315.63,441688.3,638,3,1,1,60,1
158541,35,1,48597.42,417586.97,789,2,0,2,1358,0
158542,52,2,89006.47,1201976.78,700,1,0,1,257,0
158543,54,0,43802.25,309982.84,565,1,0,3,1401,0
158544,55,2,98293.12,1192187.26,703,3,0,5,1031,0
158545,69,2,67747.3,877143.38,613,3,1,4,397,0
158546,48,0,43915.93,493451.48,540,1,0,0,1323,0
158547,37,2,80724.12,338799.08,630,2,2,0,563,0
158548,66,2,67645.15,269200.43,658,2,1,1,719,0
158549,31,1,15529.07,72869.92,660,2,2,4,161,1
158550,43,1,73402.41,737490.03,579,3,0,0,1016,0
158551,46,2,43442.74,269692.19,685,1,0,0,629,0
158552,66,2,38537.95,187965.92,774,2,0,5,431,0
158553,25,2,99769.36,702128.96,618,1,3,0,336,1
158554,46,2,90627.33,506617.57,595,3,1,2,152,1
158555,26,3,60754.55,486473.46,705,2,1,4,997,0
158556,63,2,67966.39,456561.95,690,1,2,5,1008,0
158557,54,2,53745.16,615881.13,597,2,1,4,6,0
158558,62,0,98791.23,770832.7,532,2,0,1,945,1
158559,33,3,54945.76,324956.09,546,1,1,4,461,1
158560,45,2,28496.93,193485.79,757,0,0,5,80,0
158561,22,1,73307.43,1098212.62,713,2,3,5,700,0
158562,34,2,39067.78,247994.91,625,3,1,5,200,1
158563,37,2,102546.6,356064.08,602,4,1,0,841,1
158564,61,1,76141.4,888125.77,673,0,1,4,605,1
158565,60,2,50374.85,344235.8,740,0,1,0,1231,1
158566,60,1,53987.78,660693.79,650,3,2,5,758,1
158567,59,2,92074.92,1046088.99,703,3,0,5,9,1
158568,45,2,52112.6,188213.66,691,0,1,1,177,0
158569,47,1,63513.52,352007.04,557,4,0,4,990,1
158570,68,1,35060.62,145848.3,676,1,4,5,404,1
158571,44,2,62755.67,924181.07,586,2,0,4,963,1
158572,69,0,61212.99,612327.4,663,1,0,0,524,1
158573,53,0,49529.43,426934.51,664,0,0,2,503,0
158574,47,2,43726.98,579081.77,671,0,0,0,747,1
158575,65,2,47362.98,355920.1,668,2,2,2,361,1
158576,51,3,76271.68,766599.93,601,1,4,4,977,0
158577,68,1,34258.43,375116.1,672,1,2,3,1311,0
158578,58,2,25039.93,331764.29,825,0,1,1,422,1
158579,35,1,45956.44,541778.15,820,2,4,0,944,0
158580,64,0,10904.74,80523.44,533,2,3,4,861,0
158581,60,2,78103,332011.03,751,0,1,2,808,0
158582,21,2,73461.11,236760.25,665,4,0,2,1253,0
158583,31,0,79713.64,873118.78,767,0,1,3,1222,1
158584,35,0,61154.33,218660.06,705,3,1,2,412,0
158585,53,2,80206.64,794314.06,560,4,0,3,498,0
158586,68,2,39116,512196.55,662,1,0,5,309,0
158587,52,2,27520.36,363995.23,753,2,0,3,1167,0
158588,45,0,10000,144094.61,729,1,0,5,1341,1
158589,59,0,73379.23,490928.58,632,2,1,0,1241,1
158590,53,2,95356.44,1143143.78,847,0,1,3,1285,0
158591,49,3,71354.17,1026143.66,731,0,2,1,405,0
158592,54,0,71460.06,703210.12,719,3,0,4,595,0
158593,28,1,77162.02,721041.29,681,1,1,5,341,0
158594,31,0,72414.08,866789.07,690,1,2,1,1138,0
158595,33,2,44958.77,139618.44,647,2,1,0,1255,0
158596,25,2,71055.12,772946.72,663,2,1,3,758,1
158597,39,2,49222.89,507594.9,762,1,0,5,525,0
158598,41,2,48287.35,505698.17,604,3,0,2,942,0
158599,23,2,89287.2,864718.16,633,1,1,4,858,1
158600,46,0,88475.07,711128.29,689,2,0,1,1454,0
158601,53,2,49071.34,482885.66,827,0,3,2,298,1
158602,50,1,99396.18,1056937.34,826,0,1,4,1276,1
158603,42,2,68921.48,882460.29,592,2,0,0,1033,0
158604,25,2,104313.82,493246.31,667,3,1,3,1328,1
158605,39,2,83233.55,620256.95,616,3,2,5,590,1
158606,29,1,122632.05,1418859.14,795,2,5,5,1109,1
158607,44,2,111619.15,935279.21,630,1,1,0,814,1
158608,59,2,73401.03,877239.41,653,4,1,4,372,1
158609,32,2,71360.68,959337.02,758,4,1,5,386,0
158610,66,0,30830.15,334977.25,707,2,1,3,1283,1
158611,68,3,63463.59,813831.63,704,2,0,3,1446,1
158612,65,2,63567.55,313433.17,850,0,1,3,926,0
158613,47,0,15581.4,166576.11,798,2,0,3,47,0
158614,62,0,78060.19,527578.68,641,1,0,1,232,0
158615,41,2,33612.35,455458.75,662,0,0,2,1336,1
158616,58,2,52511.32,732244.64,672,3,1,1,37,1
158617,55,2,55970.65,624425.98,660,7,1,1,1052,0
158618,52,2,47119.67,398668.85,749,1,1,0,267,0
158619,56,2,74562.71,815815.45,738,1,1,0,1170,0
158620,53,0,58071.67,727477.15,639,1,1,2,650,1
158621,63,2,63129.32,432163.74,580,4,0,0,1498,1
158622,37,2,93678.15,749187.89,744,1,3,2,615,0
158623,25,1,10000,67750.78,656,0,2,1,778,1
158624,64,2,102264.61,905790,605,2,2,0,666,0
158625,40,0,19223.45,200626.02,774,2,1,3,1254,0
158626,43,2,53143.32,351219.04,558,2,3,0,542,0
158627,59,2,59840.35,677920.87,745,4,2,3,1409,1
158628,24,1,53583.53,476770.25,806,2,1,2,421,1
158629,46,2,99138.3,466530.63,656,3,0,2,20,0
158630,50,2,24273.01,277388.94,652,1,1,1,1074,0
158631,68,3,53383.19,755727.53,781,0,3,3,1087,0
158632,67,1,33848.75,435610.03,654,1,3,4,953,0
158633,66,2,46518.24,371068.58,623,1,2,4,1448,1
158634,49,0,29306.21,299570.11,701,1,1,4,736,1
158635,54,2,65514,895011.61,722,2,1,4,1014,0
158636,30,2,97471.7,803184.59,621,2,2,5,457,1
158637,40,2,25418.22,83133.87,630,2,1,0,1184,0
158638,44,2,76666.22,963207.89,676,2,2,5,70,1
158639,54,2,64210.26,545427.69,542,0,1,2,1482,1
158640,57,3,53733.21,684524.97,631,1,3,4,956,1
158641,33,2,54510.67,253313.73,645,2,1,1,953,1
158642,43,0,40397.31,443739.86,758,1,0,2,590,1
158643,30,1,30018.83,131481.51,723,0,0,1,618,0
158644,42,2,44880.2,147763.42,734,4,0,0,744,0
158645,65,2,72398.46,858780.64,850,4,2,1,719,1
158646,34,2,64487.24,472585.99,589,2,3,2,543,0
158647,45,2,44212.31,558832.47,448,1,2,0,809,0
158648,38,2,48717.1,314077.38,804,2,0,4,1333,0
158649,40,1,57562.05,840166.37,702,1,1,0,965,1
158650,48,0,59205.56,802245.76,722,0,1,1,910,0
158651,28,2,22962.42,123185.8,365,1,1,5,1214,1
158652,25,1,63561.29,452138.49,745,1,1,1,460,1
158653,41,1,55561.92,384604.49,767,1,0,1,123,0
158654,40,3,59326,409304.75,563,1,0,2,258,1
158655,64,2,57747.74,551897,796,4,1,2,168,0
158656,36,0,10000,59573.34,809,3,0,2,722,1
158657,40,2,62968.63,203605.9,624,1,2,4,313,0
158658,45,0,78509.95,581163.59,523,3,0,1,503,0
158659,27,2,70021.1,1023180.82,760,1,0,3,1337,0
158660,45,2,85066.48,1002177,675,4,1,3,1,1
158661,56,1,56681.87,769133.94,463,2,2,5,931,1
158662,30,2,35397.66,355596.87,682,2,1,1,144,1
158663,60,3,41539.22,592088.99,620,2,0,3,116,1
158664,36,1,86108.99,545887.89,783,1,1,4,958,0
158665,24,2,67256.99,624000.5,747,1,1,2,1095,1
158666,30,2,52897.2,489188.41,782,0,0,4,822,1
158667,68,0,45133.4,418597.33,810,1,3,5,320,1
158668,51,0,62906.56,913694.59,615,0,2,5,1263,1
158669,32,1,68726.03,736538.04,850,1,0,3,280,1
158670,40,2,67476.51,644313.12,545,1,3,5,109,1
158671,52,1,75444.66,324405.39,645,0,1,4,457,0
158672,22,3,41209.96,498183.99,618,2,1,3,734,0
158673,31,2,63733.87,691629.82,589,1,2,3,976,1
158674,40,0,61025.09,627588.71,800,3,0,1,268,1
158675,43,1,111205.6,674833.14,641,1,0,0,1016,1
158676,33,2,83674.38,1152571.65,522,4,0,5,383,0
158677,55,0,52066.36,622983.4,811,2,0,2,805,0
158678,37,1,55608.4,398416.13,611,2,1,4,288,0
158679,30,0,78898.18,1155499.12,624,0,1,1,861,0
158680,60,3,49436.65,388048.39,807,2,2,5,1360,0
158681,58,3,48920.59,334960.63,683,0,3,5,133,1
158682,34,0,80392.43,836287,564,4,2,2,55,1
158683,39,2,95007.14,1117248.03,844,2,1,1,524,0
158684,52,0,57657.04,288152.74,620,0,1,5,1190,0
158685,53,2,59468.11,520718.7,742,1,0,2,978,0
158686,63,3,54118.92,385623.73,543,1,0,5,1317,1
158687,45,1,96425.79,725550.9,644,2,1,2,343,1
158688,45,2,57844.35,679714.14,548,0,0,3,398,1
158689,34,2,82549.62,600306.17,643,1,0,4,1175,0
158690,65,2,10000,111326.8,710,0,1,4,222,1
158691,64,2,60332.11,887663.74,801,1,2,2,168,1
158692,58,2,43598.46,601169.43,623,0,1,2,1021,0
158693,56,0,24048.77,143810.55,670,3,0,0,656,0
158694,44,2,32605.25,441065.15,716,3,1,1,743,1
158695,61,3,41457.39,442087.36,790,2,0,3,247,1
158696,59,2,25757.36,96985.48,719,1,0,1,1411,0
158697,59,2,68492.04,815101.01,633,1,0,3,34,1
158698,33,2,51318.8,267882,598,4,4,4,521,0
158699,22,0,67609.86,255631.28,557,2,3,0,872,1
158700,54,2,83137.45,1051328.66,756,1,2,4,857,0
158701,35,2,45001.19,266703.95,629,0,2,0,576,1
158702,68,3,61240.81,800805.54,685,5,0,4,814,1
158703,22,2,67808.35,422589.05,758,2,0,2,1148,1
158704,45,1,52186.66,644850.42,668,0,0,1,844,1
158705,25,1,80081.01,482327.73,604,0,1,4,764,1
158706,54,3,83748.23,1127537.22,571,1,0,0,672,0
158707,59,0,110660.71,1551426.49,726,1,2,2,327,0
158708,25,2,62496.5,329628.78,568,2,0,0,1125,1
158709,63,1,46163,153318.08,618,0,2,3,1064,0
158710,28,0,69244.4,499542.79,757,0,1,3,50,0
158711,69,2,63803.08,714214.56,743,2,2,0,425,0
158712,34,2,54481.56,753717.89,614,2,3,2,107,0
158713,49,0,40092.14,481940.16,650,0,3,5,1237,0
158714,50,2,38839.3,137922.99,734,2,0,3,168,0
158715,57,2,65486.8,682889.55,705,1,1,2,1128,0
158716,24,3,34446.96,129201.82,651,0,1,2,1309,1
158717,55,2,12921.98,92610.37,556,2,0,2,48,0
158718,27,2,71386.15,526188.9,703,1,0,3,1431,0
158719,46,0,64629.67,315311.32,579,0,0,2,1261,0
158720,52,2,37438.84,342331.04,818,1,2,4,821,0
158721,63,0,75759.89,852689.13,641,2,0,4,39,0
158722,53,0,49565.71,484851.38,770,1,0,5,1005,0
158723,44,0,82175.71,1013289.97,671,1,3,5,498,1
158724,21,2,49258.82,303999.94,704,0,0,4,901,0
158725,49,2,39685.13,292573.54,815,2,2,2,97,1
158726,68,2,81606.21,1168479.86,664,1,2,1,1062,1
158727,65,0,38647.64,388118.41,664,1,0,5,319,1
158728,58,1,110626.78,762819.38,735,2,2,3,1480,1
158729,58,2,51629.09,604320.06,651,0,0,1,1379,1
158730,41,2,48053.15,652037.05,662,1,2,3,1315,0
158731,43,0,62885.11,553697.8,723,2,1,1,1359,1
158732,66,2,89988.87,530832.73,820,3,0,3,67,0
158733,25,3,43373.59,400785.75,629,1,3,0,422,1
158734,50,2,51647.87,350114.77,829,2,2,5,859,0
158735,60,1,48318.94,478040.42,595,1,2,4,2,1
158736,38,3,94797.91,377939.38,671,1,3,2,291,1
158737,26,2,10000,101355.11,709,1,2,2,587,0
158738,25,2,26543.43,260246.69,820,0,2,1,1490,0
158739,62,1,45083.82,269462.26,524,1,1,0,917,0
158740,38,1,10000,132660.82,668,2,3,2,588,1
158741,33,2,47245.98,295536.88,638,1,1,3,609,0
158742,40,0,76857.07,725026.28,651,2,0,4,1466,1
158743,58,0,42352.95,537028.65,615,1,1,3,1003,0
158744,41,2,41566.98,410203.12,679,1,3,5,1233,0
158745,24,0,83977.68,778255.61,613,2,1,3,1317,0
158746,33,2,70801.85,582456.01,647,0,2,1,674,0
158747,38,1,45772.17,553130.71,651,1,2,0,452,0
158748,33,2,66586.27,533916.1,620,1,2,2,1119,1
158749,33,0,29401.21,177516.56,576,1,2,5,367,0
158750,59,1,81896.98,772470.34,631,0,2,4,1374,1
158751,57,2,36710.14,452177.81,757,0,1,3,1251,1
158752,55,1,68694.12,782752.51,580,2,0,5,1218,1
158753,58,0,42593.11,514327.45,850,2,1,2,483,1
158754,60,1,52412.59,187757.77,630,1,0,0,3,0
158755,47,0,30569.57,146227.88,740,1,1,4,347,0
158756,46,0,50209.66,337065.3,787,0,0,0,46,0
158757,32,2,100324.35,727065.43,622,1,0,3,1472,1
158758,22,3,50284.57,357868.96,618,3,1,1,299,1
158759,63,0,45408.42,358429.66,623,2,1,2,1193,1
158760,40,2,10000,142036.49,771,1,2,3,136,1
158761,55,0,73804.84,667865.22,726,0,0,2,445,0
158762,30,1,30280.88,440410.82,688,2,3,0,1331,0
158763,28,2,81626.42,1055656.02,677,1,0,3,123,1
158764,60,2,73425.32,770961.32,609,1,3,5,584,0
158765,66,2,66720.68,540117.9,680,3,1,0,1304,1
158766,56,2,92799.91,676240.62,667,2,1,3,1160,1
158767,51,0,66273.36,227291.07,611,0,0,0,657,0
158768,35,2,60333.98,220425.27,700,1,0,5,1279,0
158769,62,0,32493.37,405288.39,681,0,1,4,1289,1
158770,38,1,74873.68,248659.05,591,1,1,5,1104,0
158771,35,0,14889.03,118054.13,732,2,0,0,1383,1
158772,39,0,10000,107011.65,596,4,1,2,58,0
158773,44,2,36979.3,507445.44,713,2,5,4,1253,1
158774,55,2,55517.79,285773.75,669,1,2,2,1035,1
158775,22,2,88852.44,1079665.88,776,1,2,2,692,0
158776,33,1,39173.88,272404.94,539,2,1,4,388,1
158777,65,2,96669.73,873966.67,622,6,2,5,1176,1
158778,29,2,91525.55,582667.94,717,3,0,4,330,0
158779,55,1,58590.42,782798.61,613,0,1,3,1101,0
158780,22,2,77993.93,762672.73,687,7,2,3,170,0
158781,66,1,79230.91,688602.4,801,0,0,5,11,1
158782,36,0,37112.42,406146.86,581,2,1,5,1453,0
158783,66,1,44071.75,650071.69,676,1,1,5,870,0
158784,56,3,64923.92,466110.87,601,1,0,4,912,0
158785,22,2,55196.84,665950.97,672,1,4,0,839,1
158786,36,1,81039.86,1152630.4,624,3,1,4,931,0
158787,28,2,60032.2,659558.71,610,1,2,1,857,0
158788,21,0,55568.06,783113.25,569,2,1,0,492,1
158789,38,2,61869.01,646763.62,740,0,0,0,947,0
158790,61,1,93193.29,888259.09,725,0,2,4,983,0
158791,46,2,47424.13,392416.54,648,3,3,2,129,1
158792,64,2,53156.92,471212.11,696,2,1,5,292,1
158793,25,1,61686.95,252764.5,828,2,1,0,616,0
158794,41,2,87241.67,544942.07,674,3,0,4,186,0
158795,55,3,47525.14,331864.71,695,0,0,2,301,1
158796,60,3,40164.8,513544.99,755,2,1,2,162,1
158797,48,2,51720.83,598844.92,574,3,1,5,1451,1
158798,46,2,30015.91,168067.27,669,0,1,5,347,0
158799,52,0,103189.7,1027274.48,682,0,1,4,303,1
158800,68,0,72733.11,523315.97,807,3,2,0,654,1
158801,64,2,44204.02,503043.64,701,0,2,4,1206,1
158802,64,1,69614.29,447785.91,837,4,2,1,1040,1
158803,41,2,52919.1,220285.89,584,0,0,5,260,0
158804,24,2,74127.99,628086.33,708,2,2,4,1346,0
158805,62,2,54978.5,737698.25,485,1,1,1,585,0
158806,61,0,82541.27,522162.06,618,1,0,0,539,0
158807,56,2,51769.99,272100.7,742,1,3,5,170,1
158808,44,1,124190.9,1756794.18,765,2,1,0,237,1
158809,53,2,82638.54,639862.95,707,1,1,5,712,0
158810,25,0,75517.06,997839.86,540,3,0,2,514,0
158811,23,1,93308.5,359053.82,797,1,1,0,1366,0
158812,31,0,34107.06,263239.75,657,2,2,2,774,1
158813,65,3,30738.61,228319.47,697,1,0,3,762,1
158814,52,2,105592.09,1099666.02,680,3,1,3,184,0
158815,42,3,75007.75,1030345.83,668,0,2,3,201,0
158816,31,2,124643.34,1422866.23,648,0,2,5,518,0
158817,58,0,60332.73,543762.67,644,0,1,4,1379,1
158818,42,1,65413.06,681398.42,712,1,2,3,367,0
158819,24,2,96669.52,1276618.52,635,1,1,4,581,1
158820,59,2,57103.03,288430.36,701,1,1,2,509,0
158821,23,2,45456.1,285462.92,649,1,0,5,45,0
158822,30,2,26502.33,141651.99,620,0,0,3,1279,0
158823,57,2,83491.5,1002018.08,747,2,1,0,431,1
158824,39,2,41199.11,489682.73,625,3,3,1,55,1
158825,38,2,71016.83,865211.57,566,0,1,5,1118,1
158826,48,2,25482.59,135819.18,694,3,1,1,586,0
158827,51,2,18155.64,154899.55,643,3,0,0,1020,0
158828,37,0,49108.83,539340.25,579,1,0,0,564,1
158829,44,1,60378.16,226032.14,784,1,1,1,1070,0
158830,21,1,53881.35,683501.83,643,2,1,1,365,1
158831,25,1,82524.93,714097.76,736,0,1,3,1464,1
158832,52,0,69959.51,277942.74,850,4,2,1,434,0
158833,37,1,29998.2,140240.02,775,1,0,5,1085,0
158834,41,1,69136.68,276645.81,772,3,1,4,345,0
158835,61,2,22006.26,259300.09,663,2,1,1,1428,0
158836,63,1,73397.35,548376.77,651,2,0,5,313,0
158837,42,1,79104.81,904274.56,647,2,1,5,1488,1
158838,59,0,109465.15,1373013.42,794,3,0,5,349,1
158839,59,2,45700.9,593998.84,729,3,1,5,646,0
